"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 05, 2010","2,512.65","2,507.35","2,529.43","2,476.49","32.18K","-0.85%"
"Jul 02, 2010","2,534.11","2,523.03","2,542.12","2,462.20","44.91K","0.32%"
"Jul 01, 2010","2,526.07","2,557.92","2,574.10","2,524.57","32.86K","-1.44%"
"Jun 30, 2010","2,563.07","2,572.91","2,575.82","2,546.84","35.70K","-1.12%"
"Jun 29, 2010","2,592.02","2,717.47","2,724.23","2,591.69","48.76K","-4.59%"
"Jun 28, 2010","2,716.78","2,734.51","2,751.45","2,710.09","27.71K","-0.71%"
"Jun 25, 2010","2,736.29","2,744.12","2,759.45","2,715.66","30.67K","-0.77%"
"Jun 24, 2010","2,757.50","2,753.71","2,783.51","2,739.81","29.22K","-0.04%"
"Jun 23, 2010","2,758.49","2,768.70","2,788.22","2,734.05","35.60K","-0.91%"
"Jun 22, 2010","2,783.72","2,772.89","2,795.32","2,766.44","39.10K","0.11%"
"Jun 21, 2010","2,780.66","2,698.98","2,784.47","2,686.32","55.26K","3.13%"
"Jun 18, 2010","2,696.17","2,739.03","2,755.84","2,686.61","41.81K","-1.70%"
"Jun 17, 2010","2,742.73","2,778.53","2,784.92","2,742.64","32.61K","-0.59%"
"Jun 11, 2010","2,758.87","2,766.20","2,782.09","2,755.95","40.56K","0.32%"
"Jun 10, 2010","2,750.02","2,755.94","2,776.26","2,746.11","42.91K","-1.15%"
"Jun 09, 2010","2,782.13","2,711.64","2,787.82","2,687.33","60.21K","3.07%"
"Jun 08, 2010","2,699.34","2,694.11","2,720.59","2,672.06","35.14K","0.13%"
"Jun 07, 2010","2,695.72","2,692.83","2,716.40","2,673.34","39.54K","-1.77%"
"Jun 04, 2010","2,744.39","2,721.36","2,748.48","2,713.09","32.75K","0.30%"
"Jun 03, 2010","2,736.08","2,769.10","2,787.51","2,735.70","39.59K","-0.78%"
"Jun 02, 2010","2,757.53","2,729.33","2,757.91","2,700.07","39.59K","0.49%"
"Jun 01, 2010","2,744.16","2,755.28","2,782.29","2,710.59","44.85K","-1.05%"
"May 31, 2010","2,773.26","2,835.33","2,857.42","2,772.79","46.22K","-2.70%"
"May 28, 2010","2,850.30","2,885.86","2,893.69","2,835.07","51.54K","-0.34%"
"May 27, 2010","2,859.98","2,808.05","2,866.86","2,771.59","53.45K","1.64%"
"May 26, 2010","2,813.94","2,814.44","2,839.03","2,797.63","39.86K","0.00%"
"May 25, 2010","2,813.94","2,851.26","2,855.33","2,798.02","55.17K","-2.07%"
"May 24, 2010","2,873.47","2,787.75","2,886.37","2,787.75","74.50K","3.78%"
"May 21, 2010","2,768.79","2,656.42","2,769.09","2,647.60","54.48K","1.57%"
"May 20, 2010","2,726.02","2,739.22","2,793.88","2,721.07","42.18K","-1.31%"
"May 19, 2010","2,762.17","2,748.95","2,803.70","2,723.30","45.58K","-0.33%"
"May 18, 2010","2,771.35","2,711.41","2,781.84","2,686.97","54.51K","2.09%"
"May 17, 2010","2,714.72","2,828.88","2,828.88","2,712.44","52.17K","-5.35%"
"May 14, 2010","2,868.02","2,865.58","2,888.09","2,849.24","42.50K","-0.65%"
"May 13, 2010","2,886.91","2,818.58","2,886.97","2,811.66","55.15K","2.44%"
"May 12, 2010","2,818.16","2,781.71","2,832.15","2,756.42","53.00K","0.62%"
"May 11, 2010","2,800.82","2,916.34","2,922.12","2,790.70","58.36K","-2.01%"
"May 10, 2010","2,858.23","2,842.37","2,872.31","2,798.52","50.21K","0.76%"
"May 07, 2010","2,836.79","2,835.88","2,892.53","2,817.15","61.12K","-2.07%"
"May 06, 2010","2,896.86","3,014.91","3,014.91","2,895.39","58.77K","-4.60%"
"May 05, 2010","3,036.39","2,981.78","3,036.86","2,943.36","59.67K","0.56%"
"May 04, 2010","3,019.45","3,005.49","3,056.08","2,994.92","41.25K","-1.56%"
"Apr 30, 2010","3,067.36","3,060.12","3,068.13","3,014.07","54.48K","0.24%"
"Apr 29, 2010","3,060.06","3,114.94","3,130.70","3,059.80","48.26K","-1.20%"
"Apr 28, 2010","3,097.35","3,080.32","3,122.11","3,062.09","46.00K","-0.36%"
"Apr 27, 2010","3,108.41","3,163.10","3,163.10","3,060.85","65.30K","-2.00%"
"Apr 26, 2010","3,172.00","3,195.46","3,207.72","3,168.37","50.89K","-0.56%"
"Apr 23, 2010","3,190.00","3,198.78","3,224.74","3,172.58","61.25K","-0.36%"
"Apr 22, 2010","3,201.54","3,222.68","3,231.99","3,177.73","71.08K","-1.09%"
"Apr 21, 2010","3,236.68","3,178.88","3,237.54","3,164.76","66.93K","2.00%"
"Apr 20, 2010","3,173.37","3,176.41","3,196.65","3,130.96","64.14K","-0.10%"
"Apr 19, 2010","3,176.42","3,313.50","3,313.50","3,175.44","88.42K","-5.36%"
"Apr 16, 2010","3,356.33","3,388.29","3,388.29","3,348.78","47.14K","-1.13%"
"Apr 15, 2010","3,394.57","3,407.03","3,412.94","3,365.88","61.05K","-0.27%"
"Apr 14, 2010","3,403.71","3,394.64","3,404.52","3,377.44","60.31K","0.35%"
"Apr 13, 2010","3,391.72","3,350.73","3,401.71","3,324.05","79.91K","1.20%"
"Apr 12, 2010","3,351.48","3,388.36","3,393.56","3,330.30","74.57K","-0.82%"
"Apr 09, 2010","3,379.17","3,348.77","3,379.40","3,342.47","51.28K","0.97%"
"Apr 08, 2010","3,346.74","3,381.31","3,381.31","3,336.16","62.19K","-1.19%"
"Apr 07, 2010","3,386.95","3,403.09","3,404.58","3,369.02","54.01K","-0.53%"
"Apr 06, 2010","3,405.14","3,422.85","3,436.29","3,386.89","65.19K","-0.06%"
"Apr 02, 2010","3,407.35","3,400.14","3,412.20","3,391.81","69.07K","0.45%"
"Apr 01, 2010","3,391.93","3,349.88","3,392.48","3,349.88","67.77K","1.38%"
"Mar 31, 2010","3,345.61","3,369.19","3,369.90","3,338.74","53.12K","-0.63%"
"Mar 30, 2010","3,366.71","3,361.35","3,372.26","3,350.31","56.44K","0.24%"
"Mar 29, 2010","3,358.54","3,295.76","3,363.61","3,293.67","84.73K","2.55%"
"Mar 26, 2010","3,275.00","3,226.80","3,285.39","3,220.59","47.45K","1.42%"
"Mar 25, 2010","3,229.13","3,270.39","3,270.39","3,222.82","44.98K","-1.45%"
"Mar 24, 2010","3,276.67","3,282.05","3,298.54","3,271.03","44.55K","0.03%"
"Mar 23, 2010","3,275.57","3,305.55","3,309.12","3,272.92","46.54K","-0.82%"
"Mar 22, 2010","3,302.63","3,297.82","3,313.92","3,288.51","49.44K","0.27%"
"Mar 19, 2010","3,293.87","3,270.98","3,296.41","3,251.14","46.06K","0.81%"
"Mar 18, 2010","3,267.55","3,277.88","3,295.37","3,256.59","46.95K","-0.19%"
"Mar 17, 2010","3,273.92","3,214.22","3,274.00","3,207.27","45.80K","2.18%"
"Mar 16, 2010","3,203.97","3,183.78","3,204.29","3,169.10","30.85K","0.65%"
"Mar 15, 2010","3,183.18","3,231.22","3,234.82","3,171.80","37.84K","-1.54%"
"Mar 12, 2010","3,233.13","3,277.31","3,284.26","3,232.12","39.96K","-1.33%"
"Mar 11, 2010","3,276.70","3,282.20","3,303.49","3,251.70","47.49K","-0.09%"
"Mar 10, 2010","3,279.69","3,304.04","3,321.08","3,267.76","46.42K","-0.79%"
"Mar 09, 2010","3,305.86","3,285.62","3,322.51","3,255.98","54.20K","0.60%"
"Mar 08, 2010","3,286.18","3,268.40","3,293.93","3,258.03","41.54K","0.81%"
"Mar 05, 2010","3,259.76","3,253.16","3,276.40","3,239.68","45.63K","0.28%"
"Mar 04, 2010","3,250.57","3,338.67","3,345.91","3,244.98","69.35K","-2.53%"
"Mar 03, 2010","3,335.08","3,313.02","3,335.65","3,293.92","60.62K","0.72%"
"Mar 02, 2010","3,311.24","3,327.10","3,339.89","3,299.68","57.03K","-0.40%"
"Mar 01, 2010","3,324.42","3,290.01","3,330.38","3,287.56","60.51K","1.30%"
"Feb 26, 2010","3,281.67","3,286.09","3,301.15","3,273.69","52.11K","-0.32%"
"Feb 25, 2010","3,292.13","3,252.15","3,294.14","3,249.33","67.59K","1.47%"
"Feb 24, 2010","3,244.48","3,177.08","3,244.82","3,165.13","49.99K","1.43%"
"Feb 23, 2010","3,198.63","3,225.39","3,225.39","3,152.93","42.74K","-1.07%"
"Feb 22, 2010","3,233.34","3,248.95","3,261.95","3,232.78","38.28K","-0.55%"
"Feb 12, 2010","3,251.28","3,232.88","3,253.20","3,228.74","34.06K","0.96%"
"Feb 11, 2010","3,220.40","3,216.69","3,238.35","3,207.16","35.79K","0.20%"
"Feb 10, 2010","3,214.13","3,195.14","3,214.46","3,182.83","34.22K","1.42%"
"Feb 09, 2010","3,169.19","3,147.76","3,178.95","3,144.48","35.95K","0.58%"
"Feb 08, 2010","3,150.99","3,152.25","3,172.31","3,133.81","37.36K","-0.07%"
"Feb 05, 2010","3,153.09","3,147.72","3,177.42","3,129.92","59.11K","-2.04%"
"Feb 04, 2010","3,218.80","3,206.43","3,242.52","3,190.44","58.97K","-0.37%"
"Feb 03, 2010","3,230.72","3,160.71","3,231.10","3,094.57","64.80K","2.69%"
"Feb 02, 2010","3,146.19","3,170.78","3,211.94","3,143.09","50.13K","-0.21%"
"Feb 01, 2010","3,152.71","3,198.23","3,198.31","3,116.44","57.00K","-1.61%"
"Jan 29, 2010","3,204.16","3,190.32","3,249.45","3,176.92","50.26K","-0.08%"
"Jan 28, 2010","3,206.57","3,195.29","3,220.31","3,168.46","46.99K","0.25%"
"Jan 27, 2010","3,198.57","3,243.04","3,255.12","3,183.36","52.69K","-1.36%"
"Jan 26, 2010","3,242.80","3,328.11","3,341.20","3,222.14","61.75K","-2.56%"
"Jan 25, 2010","3,328.01","3,340.01","3,372.43","3,326.27","56.85K","-1.13%"
"Jan 22, 2010","3,366.20","3,364.45","3,390.80","3,293.19","88.93K","-1.24%"
"Jan 21, 2010","3,408.57","3,397.04","3,425.18","3,364.72","70.60K","0.42%"
"Jan 20, 2010","3,394.43","3,512.25","3,515.45","3,387.82","92.50K","-3.22%"
"Jan 19, 2010","3,507.48","3,506.81","3,528.39","3,497.09","74.88K","0.19%"
"Jan 18, 2010","3,500.68","3,471.78","3,501.26","3,458.04","82.85K","0.52%"
"Jan 15, 2010","3,482.74","3,472.52","3,500.07","3,448.66","72.54K","0.39%"
"Jan 14, 2010","3,469.05","3,433.47","3,470.32","3,411.81","83.35K","1.40%"
"Jan 13, 2010","3,421.14","3,448.29","3,490.11","3,415.69","112.46K","-3.22%"
"Jan 12, 2010","3,534.92","3,477.84","3,535.41","3,437.66","93.74K","1.52%"
"Jan 11, 2010","3,482.05","3,593.11","3,594.53","3,465.32","89.98K","0.06%"
"Jan 08, 2010","3,480.13","3,456.91","3,482.08","3,426.70","60.79K","0.25%"
"Jan 07, 2010","3,471.46","3,543.16","3,558.56","3,452.77","80.35K","-1.98%"
"Jan 06, 2010","3,541.73","3,558.70","3,588.83","3,541.17","78.47K","-0.63%"
"Jan 05, 2010","3,564.04","3,545.19","3,577.53","3,497.66","85.81K","0.81%"
"Jan 04, 2010","3,535.23","3,592.47","3,597.75","3,535.23","66.10K","-1.13%"
"Dec 31, 2009","3,575.68","3,561.37","3,579.52","3,542.38","69.24K","0.47%"
"Dec 30, 2009","3,558.86","3,503.82","3,561.44","3,498.38","88.43K","1.66%"
"Dec 29, 2009","3,500.74","3,481.90","3,501.25","3,451.18","55.54K","0.64%"
"Dec 28, 2009","3,478.43","3,432.82","3,489.57","3,432.82","55.38K","1.57%"
"Dec 25, 2009","3,424.78","3,434.33","3,441.96","3,410.67","46.92K","-0.41%"
"Dec 24, 2009","3,438.82","3,346.76","3,445.70","3,339.30","64.38K","3.07%"
"Dec 23, 2009","3,336.48","3,303.73","3,342.99","3,296.29","48.07K","0.94%"
"Dec 22, 2009","3,305.54","3,402.23","3,404.75","3,296.76","53.94K","-2.68%"
"Dec 21, 2009","3,396.62","3,386.33","3,404.64","3,354.65","48.33K","0.14%"
"Dec 18, 2009","3,391.74","3,450.05","3,453.35","3,385.68","66.11K","-2.54%"
"Dec 17, 2009","3,480.15","3,571.05","3,582.44","3,475.84","63.29K","-2.26%"
"Dec 16, 2009","3,560.72","3,568.28","3,610.68","3,550.67","56.96K","-0.63%"
"Dec 15, 2009","3,583.34","3,594.51","3,620.32","3,578.28","69.19K","-0.81%"
"Dec 14, 2009","3,612.75","3,572.53","3,623.27","3,495.64","83.79K","1.06%"
"Dec 11, 2009","3,575.02","3,589.41","3,614.95","3,568.51","54.55K","-0.06%"
"Dec 10, 2009","3,577.24","3,579.83","3,601.29","3,544.90","57.56K","0.64%"
"Dec 09, 2009","3,554.48","3,579.28","3,603.70","3,543.42","68.52K","-1.92%"
"Dec 08, 2009","3,624.02","3,670.81","3,671.04","3,590.94","82.94K","-1.22%"
"Dec 07, 2009","3,668.83","3,644.62","3,672.80","3,633.45","91.23K","0.70%"
"Dec 04, 2009","3,643.49","3,581.63","3,646.26","3,530.06","134.13K","1.47%"
"Dec 03, 2009","3,590.88","3,596.95","3,603.12","3,551.48","89.98K","-0.18%"
"Dec 02, 2009","3,597.33","3,578.87","3,607.56","3,570.29","98.05K","1.03%"
"Dec 01, 2009","3,560.83","3,507.56","3,566.78","3,485.52","101.52K","1.40%"
"Nov 30, 2009","3,511.67","3,415.08","3,511.76","3,415.08","84.42K","3.82%"
"Nov 27, 2009","3,382.51","3,440.34","3,480.93","3,367.29","89.30K","-2.96%"
"Nov 26, 2009","3,485.77","3,635.79","3,646.61","3,472.95","127.88K","-3.96%"
"Nov 25, 2009","3,629.63","3,541.51","3,630.30","3,508.06","114.60K","2.30%"
"Nov 24, 2009","3,548.08","3,680.75","3,698.13","3,538.86","147.57K","-3.20%"
"Nov 23, 2009","3,665.51","3,636.53","3,666.27","3,628.20","93.99K","0.95%"
"Nov 20, 2009","3,631.01","3,630.58","3,658.21","3,597.31","94.75K","-0.31%"
"Nov 19, 2009","3,642.44","3,638.07","3,653.90","3,604.61","94.94K","0.34%"
"Nov 18, 2009","3,630.23","3,633.85","3,652.81","3,612.79","89.23K","0.05%"
"Nov 17, 2009","3,628.35","3,644.96","3,649.42","3,619.99","97.39K","0.07%"
"Nov 16, 2009","3,625.80","3,541.05","3,625.89","3,541.05","123.16K","3.04%"
"Nov 13, 2009","3,518.72","3,489.54","3,518.89","3,445.36","91.21K","0.54%"
"Nov 12, 2009","3,499.99","3,506.95","3,529.06","3,487.68","79.96K","0.12%"
"Nov 11, 2009","3,495.67","3,500.59","3,514.83","3,468.86","72.63K","-0.23%"
"Nov 10, 2009","3,503.78","3,520.39","3,532.19","3,501.50","84.30K","0.23%"
"Nov 09, 2009","3,495.79","3,487.11","3,495.89","3,452.61","78.05K","0.37%"
"Nov 06, 2009","3,483.02","3,491.07","3,506.03","3,474.36","92.19K","0.54%"
"Nov 05, 2009","3,464.32","3,458.86","3,471.83","3,432.26","80.65K","0.30%"
"Nov 04, 2009","3,453.89","3,443.52","3,476.34","3,415.22","86.07K","0.54%"
"Nov 03, 2009","3,435.43","3,402.53","3,447.48","3,397.26","83.79K","1.26%"
"Nov 02, 2009","3,392.80","3,205.84","3,394.72","3,198.31","81.98K","3.43%"
"Oct 30, 2009","3,280.37","3,305.38","3,329.54","3,276.32","60.65K","1.03%"
"Oct 29, 2009","3,247.05","3,265.19","3,291.18","3,239.01","61.31K","-2.47%"
"Oct 28, 2009","3,329.33","3,303.77","3,337.17","3,258.27","62.60K","0.44%"
"Oct 27, 2009","3,314.72","3,384.29","3,392.10","3,314.32","74.21K","-2.91%"
"Oct 26, 2009","3,414.24","3,421.70","3,432.89","3,385.44","68.44K","0.03%"
"Oct 23, 2009","3,413.25","3,354.98","3,436.39","3,354.98","86.73K","1.97%"
"Oct 22, 2009","3,347.32","3,364.14","3,381.14","3,341.41","60.94K","-0.65%"
"Oct 21, 2009","3,369.28","3,375.03","3,414.66","3,358.55","83.49K","-0.25%"
"Oct 20, 2009","3,377.57","3,355.36","3,379.63","3,343.02","89.43K","1.45%"
"Oct 19, 2009","3,329.16","3,238.85","3,330.79","3,231.81","77.68K","2.70%"
"Oct 16, 2009","3,241.71","3,250.10","3,268.43","3,188.43","55.64K","0.06%"
"Oct 15, 2009","3,239.64","3,258.55","3,287.63","3,227.09","60.56K","0.38%"
"Oct 14, 2009","3,227.40","3,209.07","3,276.55","3,204.31","80.98K","0.90%"
"Oct 13, 2009","3,198.52","3,144.02","3,199.92","3,140.50","50.71K","1.49%"
"Oct 12, 2009","3,151.63","3,181.58","3,193.59","3,151.26","58.96K","-0.38%"
"Oct 09, 2009","3,163.71","3,078.75","3,164.03","3,071.27","56.87K","5.29%"
"Sep 30, 2009","3,004.80","2,992.98","3,033.74","2,988.29","42.19K","1.09%"
"Sep 29, 2009","2,972.29","2,975.53","2,998.55","2,923.93","45.93K","-0.01%"
"Sep 28, 2009","2,972.64","3,066.37","3,088.08","2,959.74","41.92K","-2.81%"
"Sep 25, 2009","3,058.53","3,057.11","3,090.07","3,028.41","45.82K","-0.73%"
"Sep 24, 2009","3,080.93","3,041.82","3,122.05","2,989.24","65.15K","0.68%"
"Sep 23, 2009","3,060.07","3,130.14","3,159.17","3,041.41","66.01K","-2.27%"
"Sep 22, 2009","3,131.03","3,196.01","3,237.22","3,131.02","73.43K","-2.42%"
"Sep 21, 2009","3,208.60","3,163.51","3,210.64","3,090.61","72.80K","0.28%"
"Sep 18, 2009","3,199.69","3,325.06","3,330.43","3,170.96","100.49K","-3.63%"
"Sep 17, 2009","3,320.10","3,274.58","3,329.12","3,274.58","91.33K","1.90%"
"Sep 16, 2009","3,258.24","3,290.39","3,296.94","3,212.45","88.24K","-1.34%"
"Sep 15, 2009","3,302.64","3,298.81","3,325.74","3,264.95","87.09K","0.28%"
"Sep 14, 2009","3,293.39","3,248.35","3,298.91","3,240.53","87.39K","1.71%"
"Sep 11, 2009","3,238.13","3,152.82","3,253.45","3,152.69","80.69K","2.38%"
"Sep 10, 2009","3,162.91","3,179.19","3,204.12","3,150.17","66.57K","-1.00%"
"Sep 09, 2009","3,194.91","3,188.31","3,207.39","3,143.74","91.19K","0.75%"
"Sep 08, 2009","3,170.97","3,084.20","3,170.97","3,047.30","83.97K","2.15%"
"Sep 07, 2009","3,104.21","3,097.79","3,153.23","3,078.13","82.79K","0.88%"
"Sep 04, 2009","3,077.14","3,055.35","3,099.39","3,038.99","86.99K","0.83%"
"Sep 03, 2009","3,051.96","2,898.45","3,059.99","2,892.65","93.16K","5.57%"
"Sep 02, 2009","2,890.93","2,824.64","2,904.79","2,813.62","60.84K","1.66%"
"Sep 01, 2009","2,843.70","2,804.58","2,901.28","2,795.49","70.54K","0.47%"
"Aug 31, 2009","2,830.27","3,003.54","3,003.54","2,825.77","84.52K","-7.11%"
"Aug 28, 2009","3,046.78","3,152.04","3,168.19","3,030.73","84.02K","-3.47%"
"Aug 27, 2009","3,156.30","3,149.57","3,212.27","3,116.89","80.13K","-0.51%"
"Aug 26, 2009","3,172.39","3,082.68","3,203.79","3,065.46","82.04K","2.01%"
"Aug 25, 2009","3,109.83","3,210.85","3,210.85","3,019.12","97.53K","-3.71%"
"Aug 24, 2009","3,229.60","3,222.40","3,241.52","3,178.86","80.41K","0.81%"
"Aug 21, 2009","3,203.62","3,135.37","3,221.17","3,113.70","86.62K","1.88%"
"Aug 20, 2009","3,144.39","3,021.25","3,146.57","3,021.25","79.52K","4.31%"
"Aug 19, 2009","3,014.57","3,178.28","3,183.01","2,982.22","81.60K","-4.96%"
"Aug 18, 2009","3,171.99","3,110.71","3,186.82","3,083.20","77.34K","1.01%"
"Aug 17, 2009","3,140.27","3,283.44","3,319.80","3,137.48","91.72K","-6.11%"
"Aug 14, 2009","3,344.46","3,437.95","3,454.95","3,334.73","88.25K","-2.80%"
"Aug 13, 2009","3,440.82","3,398.89","3,448.86","3,338.85","87.08K","1.28%"
"Aug 12, 2009","3,397.40","3,546.50","3,546.50","3,390.36","92.54K","-4.47%"
"Aug 11, 2009","3,556.38","3,558.64","3,569.15","3,509.72","64.50K","0.33%"
"Aug 10, 2009","3,544.54","3,589.72","3,613.46","3,485.36","84.87K","-0.30%"
"Aug 07, 2009","3,555.09","3,655.46","3,686.54","3,539.70","100.58K","-2.95%"
"Aug 06, 2009","3,663.12","3,707.91","3,739.58","3,602.57","118.10K","-2.08%"
"Aug 05, 2009","3,740.94","3,781.40","3,789.13","3,691.98","133.44K","-1.21%"
"Aug 04, 2009","3,786.61","3,803.06","3,803.06","3,712.43","141.04K","-0.01%"
"Aug 03, 2009","3,787.03","3,754.22","3,789.93","3,716.57","136.42K","1.40%"
"Jul 31, 2009","3,734.62","3,670.19","3,735.80","3,635.55","132.24K","2.75%"
"Jul 30, 2009","3,634.82","3,587.05","3,656.92","3,511.29","134.97K","2.14%"
"Jul 29, 2009","3,558.51","3,741.78","3,765.59","3,453.64","167.41K","-5.25%"
"Jul 28, 2009","3,755.82","3,745.55","3,756.78","3,705.05","146.27K","0.33%"
"Jul 27, 2009","3,743.63","3,680.15","3,744.24","3,669.51","138.81K","2.07%"
"Jul 24, 2009","3,667.56","3,672.21","3,687.49","3,591.88","127.98K","0.43%"
"Jul 23, 2009","3,651.97","3,613.60","3,653.84","3,596.36","116.38K","1.25%"
"Jul 22, 2009","3,606.92","3,532.63","3,607.37","3,532.38","115.24K","1.90%"
"Jul 21, 2009","3,539.83","3,603.40","3,610.33","3,533.16","130.60K","-1.43%"
"Jul 20, 2009","3,591.12","3,532.52","3,594.87","3,515.53","136.47K","2.03%"
"Jul 17, 2009","3,519.81","3,499.51","3,527.47","3,482.87","106.55K","0.53%"
"Jul 16, 2009","3,501.24","3,516.78","3,543.02","3,489.56","129.31K","0.23%"
"Jul 15, 2009","3,493.30","3,467.13","3,497.51","3,467.13","133.48K","1.12%"
"Jul 14, 2009","3,454.75","3,375.87","3,454.75","3,375.87","107.52K","2.79%"
"Jul 13, 2009","3,361.01","3,382.57","3,403.74","3,358.52","99.62K","-1.10%"
"Jul 10, 2009","3,398.31","3,398.91","3,428.03","3,375.97","106.18K","0.06%"
"Jul 09, 2009","3,396.30","3,348.22","3,396.48","3,334.68","113.08K","1.31%"
"Jul 08, 2009","3,352.27","3,306.43","3,368.07","3,261.32","113.87K","0.35%"
"Jul 07, 2009","3,340.49","3,368.33","3,393.22","3,327.35","129.60K","-1.02%"
"Jul 06, 2009","3,374.75","3,333.10","3,378.05","3,333.10","135.26K","1.43%"
"Jul 03, 2009","3,327.14","3,254.93","3,327.67","3,249.11","105.73K","1.36%"
"Jul 02, 2009","3,282.36","3,248.20","3,285.09","3,247.57","112.99K","1.37%"
"Jul 01, 2009","3,237.90","3,153.54","3,238.79","3,150.65","96.95K","2.26%"
"Jun 30, 2009","3,166.47","3,191.64","3,195.72","3,159.63","86.78K","-0.42%"
"Jun 29, 2009","3,179.97","3,132.11","3,182.41","3,122.16","85.00K","1.65%"
"Jun 26, 2009","3,128.42","3,126.23","3,137.08","3,109.32","70.50K","0.34%"
"Jun 25, 2009","3,117.92","3,125.66","3,141.17","3,103.87","82.81K","-0.09%"
"Jun 24, 2009","3,120.73","3,079.49","3,121.21","3,068.24","109.42K","1.19%"
"Jun 23, 2009","3,083.89","3,036.40","3,128.53","3,028.45","111.51K","0.04%"
"Jun 22, 2009","3,082.56","3,106.39","3,116.16","3,072.53","103.95K","0.08%"
"Jun 19, 2009","3,080.00","3,061.90","3,086.72","3,047.27","102.52K","0.74%"
"Jun 18, 2009","3,057.43","3,014.44","3,061.75","3,014.44","96.28K","1.56%"
"Jun 17, 2009","3,010.59","2,957.58","3,017.41","2,930.49","77.29K","1.67%"
"Jun 16, 2009","2,961.22","2,936.51","2,979.41","2,929.04","70.18K","-0.17%"
"Jun 15, 2009","2,966.19","2,911.42","2,967.10","2,898.07","74.35K","2.06%"
"Jun 12, 2009","2,906.29","2,955.57","2,976.86","2,883.32","80.07K","-1.87%"
"Jun 11, 2009","2,961.63","2,982.97","3,000.86","2,951.27","87.12K","-0.94%"
"Jun 10, 2009","2,989.59","2,972.42","2,995.70","2,966.59","101.79K","0.98%"
"Jun 09, 2009","2,960.56","2,948.95","2,960.90","2,892.72","91.99K","0.41%"
"Jun 08, 2009","2,948.48","2,937.64","2,978.23","2,912.49","96.12K","0.31%"
"Jun 05, 2009","2,939.31","2,966.07","2,975.18","2,937.18","108.48K","-0.49%"
"Jun 04, 2009","2,953.75","2,924.27","2,961.04","2,899.67","130.13K","0.49%"
"Jun 03, 2009","2,939.39","2,865.73","2,939.39","2,864.71","112.07K","2.59%"
"Jun 02, 2009","2,865.10","2,878.53","2,892.78","2,855.06","108.34K","0.24%"
"Jun 01, 2009","2,858.34","2,798.93","2,864.47","2,798.93","108.57K","3.57%"
"May 27, 2009","2,759.71","2,734.42","2,768.57","2,715.82","67.98K","1.47%"
"May 26, 2009","2,719.76","2,757.31","2,762.81","2,718.55","72.32K","-1.20%"
"May 25, 2009","2,752.72","2,684.21","2,761.39","2,675.28","74.09K","0.44%"
"May 22, 2009","2,740.68","2,733.02","2,762.74","2,719.12","61.50K","-0.34%"
"May 21, 2009","2,750.01","2,795.83","2,808.29","2,735.77","85.54K","-2.23%"
"May 20, 2009","2,812.86","2,843.55","2,849.64","2,812.60","87.94K","-0.96%"
"May 19, 2009","2,840.08","2,836.34","2,849.63","2,821.95","97.70K","1.05%"
"May 18, 2009","2,810.57","2,782.59","2,813.76","2,740.92","74.84K","0.52%"
"May 15, 2009","2,796.12","2,800.57","2,815.46","2,773.32","64.93K","0.13%"
"May 14, 2009","2,792.60","2,781.05","2,804.48","2,757.55","82.64K","-0.76%"
"May 13, 2009","2,814.01","2,792.42","2,822.71","2,775.57","107.11K","0.91%"
"May 12, 2009","2,788.56","2,702.74","2,788.61","2,699.95","88.70K","2.32%"
"May 11, 2009","2,725.32","2,808.14","2,839.61","2,725.27","125.36K","-2.29%"
"May 08, 2009","2,789.22","2,751.50","2,800.22","2,733.33","106.73K","0.80%"
"May 07, 2009","2,767.08","2,783.58","2,797.47","2,731.80","122.10K","0.08%"
"May 06, 2009","2,764.98","2,721.82","2,771.21","2,713.54","105.81K","1.39%"
"May 05, 2009","2,727.01","2,733.11","2,751.25","2,713.23","102.31K","0.47%"
"May 04, 2009","2,714.30","2,635.13","2,715.19","2,632.30","102.92K","3.48%"
"Apr 30, 2009","2,622.93","2,616.49","2,640.02","2,604.45","85.81K","0.67%"
"Apr 29, 2009","2,605.37","2,518.85","2,615.81","2,514.14","81.89K","3.45%"
"Apr 28, 2009","2,518.53","2,490.53","2,531.54","2,485.80","59.27K","0.21%"
"Apr 27, 2009","2,513.29","2,566.92","2,576.52","2,499.44","72.04K","-2.32%"
"Apr 24, 2009","2,572.89","2,605.70","2,609.87","2,570.38","73.36K","-0.80%"
"Apr 23, 2009","2,593.56","2,555.53","2,604.16","2,543.91","80.89K","0.67%"
"Apr 22, 2009","2,576.28","2,687.86","2,713.30","2,563.36","124.05K","-3.71%"
"Apr 21, 2009","2,675.44","2,670.28","2,697.72","2,634.53","108.19K","-1.19%"
"Apr 20, 2009","2,707.67","2,643.73","2,708.45","2,640.99","95.90K","2.15%"
"Apr 17, 2009","2,650.69","2,675.67","2,693.29","2,628.62","101.53K","-1.36%"
"Apr 16, 2009","2,687.11","2,690.51","2,706.62","2,643.32","123.73K","0.00%"
"Apr 15, 2009","2,686.99","2,662.73","2,690.64","2,627.81","120.67K","0.38%"
"Apr 14, 2009","2,676.87","2,651.20","2,682.91","2,637.38","110.49K","0.77%"
"Apr 13, 2009","2,656.52","2,621.98","2,668.28","2,619.37","139.02K","2.35%"
"Apr 10, 2009","2,595.53","2,540.11","2,595.60","2,530.62","104.14K","3.09%"
